"id","school_id","school_name","province","level","type","founding_year","school_age","total_students","avg_gpa","avg_attendance","avg_test_math","avg_test_literature","avg_composite_score","top_performer_count","report_date","created_at","updated_at"
9877,"9877","Trường THPT Nguyễn 9877","Thanh Hóa","THPT","Dân lập",1994,31,12,"6.79","88.18","7.44","7.57","7.61",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9878,"9878","Trường Tiểu học Đặng 9878","Hà Nội","Tiểu học","Công lập",1985,40,9,"7.74","94.64","7.74","6.47","8.06",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9879,"9879","Trường Tiểu học Hoàng 9879","Đà Nẵng","Tiểu học","Công lập",1997,28,11,"6.59","93.61","7.35","7.48","7.67",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9880,"9880","Trường THCS Bùi 9880","Thanh Hóa","THCS","Công lập",1963,62,9,"7.85","89.46","7.13","7.66","8.04",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9881,"9881","Trường Tiểu học Bùi 9881","Đà Nẵng","Tiểu học","Công lập",2000,25,11,"8.15","88.25","7.29","7.62","8.14",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9882,"9882","Trường THPT Lê 9882","Bình Dương","THPT","Dân lập",1990,35,9,"6.46","90.11","7.97","8.24","7.72",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9883,"9883","Trường THPT Trần 9883","Hải Phòng","THPT","Dân lập",1980,45,15,"7.11","91.55","7.09","7.82","7.83",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9884,"9884","Trường Liên cấp XYZ 9884","Hải Phòng","Phổ thông Liên cấp","Công lập",1969,56,11,"7.07","88.66","8.36","7.37","7.85",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9885,"9885","Trường THCS Đặng 9885","Đà Nẵng","THCS","Dân lập",1974,51,15,"7.32","88.47","7.84","7.53","7.89",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9886,"9886","Trường Tiểu học Đặng 9886","Đà Nẵng","Tiểu học","Công lập",1991,34,14,"7.38","88.45","7.36","7.20","7.79",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9887,"9887","Trường THPT Vũ 9887","Nghệ An","THPT","Công lập",2001,24,11,"7.12","91.63","7.37","7.75","7.86",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9888,"9888","Trường THPT Bùi 9888","Hà Nội","THPT","Dân lập",2006,19,13,"7.46","89.22","7.41","7.45","7.89",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9889,"9889","Trường Tiểu học Dương 9889","Hà Nội","Tiểu học","Công lập",1976,49,11,"7.19","91.77","7.55","6.81","7.78",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9890,"9890","Trường Tiểu học Dương 9890","Nghệ An","Tiểu học","Quốc tế",1997,28,16,"6.78","90.89","7.23","8.00","7.72",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9891,"9891","Trường THPT Lê 9891","Nghệ An","THPT","Công lập",1989,36,12,"7.40","91.69","6.90","7.36","7.85",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9892,"9892","Trường THPT Trần 9892","Hà Nội","THPT","Quốc tế",1993,32,5,"6.16","87.08","6.63","7.25","7.16",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9893,"9893","Trường Tiểu học Trần 9893","Hà Nội","Tiểu học","Quốc tế",1990,35,6,"6.70","90.63","6.86","7.56","7.56",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9894,"9894","Trường Tiểu học Dương 9894","Bình Dương","Tiểu học","Công lập",1987,38,7,"7.34","87.93","7.10","6.86","7.67",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9895,"9895","Trường THCS Hoàng 9895","Hà Nội","THCS","Dân lập",1962,63,10,"7.48","88.64","7.55","7.37","7.89",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9896,"9896","Trường THPT Dương 9896","Bình Dương","THPT","Dân lập",1981,44,15,"7.72","92.14","7.30","7.13","8.02",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9897,"9897","Trường Tiểu học Hoàng 9897","Hải Phòng","Tiểu học","Quốc tế",1980,45,6,"7.32","91.12","7.19","6.94","7.78",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9898,"9898","Trường THCS Đặng 9898","Hải Phòng","THCS","Dân lập",1994,31,10,"6.60","90.62","7.37","6.53","7.44",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9899,"9899","Trường Liên cấp XYZ 9899","Cần Thơ","Phổ thông Liên cấp","Công lập",1980,45,9,"6.45","87.14","7.77","7.30","7.46",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9900,"9900","Trường Liên cấp XYZ 9900","Nghệ An","Phổ thông Liên cấp","Công lập",1992,33,14,"7.65","91.21","7.81","8.03","8.17",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9901,"9901","Trường THCS Trần 9901","TP. Hồ Chí Minh","THCS","Công lập",1988,37,4,"6.67","93.90","8.04","8.03","7.90",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9902,"9902","Trường THPT Dương 9902","Bình Dương","THPT","Quốc tế",1992,33,10,"7.77","89.96","6.93","7.27","7.94",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9903,"9903","Trường THCS Dương 9903","Hà Nội","THCS","Quốc tế",1981,44,11,"7.64","91.82","7.41","7.22","8.01",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9904,"9904","Trường THPT Nguyễn 9904","Hà Nội","THPT","Dân lập",2005,20,3,"6.89","87.50","9.36","7.48","7.90",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9905,"9905","Trường THPT Vũ 9905","Nghệ An","THPT","Công lập",1984,41,10,"7.65","90.51","7.57","7.98","8.11",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9906,"9906","Trường Liên cấp XYZ 9906","Bình Dương","Phổ thông Liên cấp","Công lập",1990,35,7,"7.36","92.41","7.47","7.27","7.93",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9907,"9907","Trường Tiểu học Lê 9907","TP. Hồ Chí Minh","Tiểu học","Công lập",1986,39,12,"7.36","91.49","8.85","7.56","8.15",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9908,"9908","Trường Tiểu học Vũ 9908","Cần Thơ","Tiểu học","Công lập",1992,33,6,"5.98","90.87","8.96","7.85","7.64",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9909,"9909","Trường THCS Phạm 9909","Cần Thơ","THCS","Quốc tế",1965,60,9,"7.98","86.70","7.29","7.24","7.97",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9910,"9910","Trường THPT Mai 9910","TP. Hồ Chí Minh","THPT","Dân lập",1994,31,12,"7.97","89.73","7.56","8.07","8.22",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9911,"9911","Trường THPT Hoàng 9911","Thanh Hóa","THPT","Quốc tế",2002,23,16,"6.93","88.58","7.13","7.46","7.62",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9912,"9912","Trường THPT Phạm 9912","Thanh Hóa","THPT","Công lập",1966,59,10,"7.27","89.35","7.13","7.07","7.72",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9913,"9913","Trường Tiểu học Lê 9913","TP. Hồ Chí Minh","Tiểu học","Quốc tế",1992,33,14,"7.48","90.54","7.90","7.92","8.08",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9914,"9914","Trường Liên cấp XYZ 9914","Đà Nẵng","Phổ thông Liên cấp","Dân lập",2004,21,7,"7.54","88.83","7.76","6.56","7.83",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9915,"9915","Trường THCS Phạm 9915","Hải Phòng","THCS","Quốc tế",1967,58,12,"7.78","89.14","7.98","7.78","8.15",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9916,"9916","Trường Liên cấp XYZ 9916","TP. Hồ Chí Minh","Phổ thông Liên cấp","Dân lập",1995,30,13,"7.65","88.98","7.45","7.53","7.98",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9917,"9917","Trường Tiểu học Trần 9917","Hà Nội","Tiểu học","Dân lập",1986,39,12,"6.80","89.48","7.95","7.80","7.76",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9918,"9918","Trường Liên cấp XYZ 9918","Hải Phòng","Phổ thông Liên cấp","Dân lập",1978,47,10,"7.20","86.26","6.76","7.48","7.61",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9919,"9919","Trường Liên cấp XYZ 9919","Hà Nội","Phổ thông Liên cấp","Công lập",1967,58,6,"8.42","91.50","8.33","6.15","8.29",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9920,"9920","Trường Liên cấp XYZ 9920","Bình Dương","Phổ thông Liên cấp","Quốc tế",1997,28,11,"7.97","91.43","7.80","7.90","8.28",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9921,"9921","Trường Tiểu học Mai 9921","Nghệ An","Tiểu học","Công lập",1966,59,6,"7.34","91.15","7.33","8.59","8.06",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9922,"9922","Trường Tiểu học Vũ 9922","Bình Dương","Tiểu học","Công lập",2005,20,7,"7.27","90.04","7.31","8.23","7.94",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9923,"9923","Trường THCS Dương 9923","Thanh Hóa","THCS","Dân lập",1965,60,6,"7.51","85.33","7.01","7.79","7.78",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9924,"9924","Trường THCS Mai 9924","Bình Dương","THCS","Quốc tế",1961,64,7,"7.63","88.86","6.38","6.92","7.72",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9925,"9925","Trường Tiểu học Lê 9925","Thanh Hóa","Tiểu học","Quốc tế",2010,15,17,"7.32","90.51","8.21","7.09","7.94",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9926,"9926","Trường THPT Nguyễn 9926","Thanh Hóa","THPT","Quốc tế",1999,26,7,"8.25","91.94","6.91","6.73","8.10",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9927,"9927","Trường Tiểu học Bùi 9927","Nghệ An","Tiểu học","Dân lập",1984,41,8,"7.48","90.32","7.95","7.02","7.95",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9928,"9928","Trường THCS Bùi 9928","Đà Nẵng","THCS","Dân lập",1992,33,9,"6.09","90.53","6.63","7.24","7.23",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9929,"9929","Trường Tiểu học Vũ 9929","Nghệ An","Tiểu học","Quốc tế",1997,28,8,"7.07","90.02","8.09","8.12","7.96",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9930,"9930","Trường Tiểu học Đặng 9930","Hải Phòng","Tiểu học","Công lập",1998,27,13,"7.70","89.14","7.82","7.07","7.99",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9931,"9931","Trường Tiểu học Đặng 9931","Hà Nội","Tiểu học","Dân lập",1968,57,6,"7.07","91.70","7.59","7.68","7.87",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9932,"9932","Trường THPT Trần 9932","Hà Nội","THPT","Công lập",1961,64,5,"6.96","87.62","7.71","8.14","7.79",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9933,"9933","Trường THCS Đặng 9933","Hà Nội","THCS","Quốc tế",1974,51,13,"7.99","91.13","8.18","7.94","8.35",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9934,"9934","Trường Tiểu học Nguyễn 9934","Hà Nội","Tiểu học","Quốc tế",1991,34,11,"7.56","88.55","7.55","7.36","7.92",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9935,"9935","Trường THCS Vũ 9935","Đà Nẵng","THCS","Công lập",2005,20,14,"7.54","89.96","7.69","8.02","8.07",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9936,"9936","Trường Liên cấp XYZ 9936","TP. Hồ Chí Minh","Phổ thông Liên cấp","Dân lập",1968,57,7,"7.76","88.59","7.32","7.14","7.93",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9937,"9937","Trường THPT Bùi 9937","Hà Nội","THPT","Dân lập",2004,21,15,"7.68","91.05","7.46","7.73","8.08",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9938,"9938","Trường THPT Đặng 9938","Thanh Hóa","THPT","Dân lập",1992,33,14,"7.47","90.95","6.65","7.29","7.81",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9939,"9939","Trường Tiểu học Mai 9939","Bình Dương","Tiểu học","Dân lập",1962,63,13,"7.02","93.02","7.15","7.26","7.76",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9940,"9940","Trường Tiểu học Lê 9940","Hải Phòng","Tiểu học","Công lập",2000,25,13,"7.76","89.95","7.55","7.55","8.07",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9941,"9941","Trường THCS Mai 9941","Cần Thơ","THCS","Công lập",1961,64,7,"7.94","90.93","8.13","7.96","8.32",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9942,"9942","Trường THCS Nguyễn 9942","Bình Dương","THCS","Quốc tế",1982,43,11,"7.34","91.65","7.05","7.71","7.90",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9943,"9943","Trường Tiểu học Dương 9943","Thanh Hóa","Tiểu học","Dân lập",1966,59,13,"7.55","86.27","7.96","7.81","7.97",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9944,"9944","Trường Tiểu học Hoàng 9944","Cần Thơ","Tiểu học","Công lập",1969,56,13,"7.58","89.88","7.71","7.17","7.96",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9945,"9945","Trường THCS Mai 9945","TP. Hồ Chí Minh","THCS","Công lập",2000,25,11,"7.25","85.29","7.78","7.07","7.69",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9946,"9946","Trường Tiểu học Vũ 9946","TP. Hồ Chí Minh","Tiểu học","Công lập",1966,59,15,"7.45","88.37","7.45","7.65","7.90",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9947,"9947","Trường Liên cấp XYZ 9947","Hà Nội","Phổ thông Liên cấp","Quốc tế",1968,57,12,"7.31","92.57","7.16","7.32","7.87",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9948,"9948","Trường THCS Phạm 9948","Thanh Hóa","THCS","Dân lập",1976,49,2,"5.58","91.60","7.86","7.66","7.30",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9949,"9949","Trường Liên cấp XYZ 9949","Bình Dương","Phổ thông Liên cấp","Công lập",1992,33,6,"7.90","91.68","7.09","7.46","8.10",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9950,"9950","Trường THPT Vũ 9950","TP. Hồ Chí Minh","THPT","Công lập",1976,49,10,"7.27","87.59","7.03","7.07","7.65",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9951,"9951","Trường Liên cấp XYZ 9951","Cần Thơ","Phổ thông Liên cấp","Dân lập",1966,59,7,"7.97","89.44","6.76","6.93","7.92",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9952,"9952","Trường THPT Hoàng 9952","Cần Thơ","THPT","Quốc tế",1993,32,12,"7.54","90.43","7.43","7.82","8.01",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9953,"9953","Trường Tiểu học Phạm 9953","TP. Hồ Chí Minh","Tiểu học","Quốc tế",1980,45,11,"7.42","90.46","6.99","7.23","7.81",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9954,"9954","Trường Tiểu học Lê 9954","Bình Dương","Tiểu học","Công lập",2004,21,16,"7.42","88.54","7.11","7.60","7.83",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9955,"9955","Trường THPT Hoàng 9955","Đà Nẵng","THPT","Quốc tế",1979,46,15,"7.31","88.90","7.98","7.49","7.91",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9956,"9956","Trường Liên cấp XYZ 9956","TP. Hồ Chí Minh","Phổ thông Liên cấp","Công lập",1985,40,9,"7.69","90.39","7.18","7.42","7.98",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9957,"9957","Trường Liên cấp XYZ 9957","Đà Nẵng","Phổ thông Liên cấp","Công lập",1960,65,10,"7.26","89.83","8.30","6.87","7.87",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9958,"9958","Trường Liên cấp XYZ 9958","Bình Dương","Phổ thông Liên cấp","Dân lập",2004,21,16,"7.14","89.76","7.88","7.34","7.83",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9959,"9959","Trường THPT Mai 9959","Đà Nẵng","THPT","Dân lập",1986,39,12,"7.46","90.60","7.50","7.86","8.00",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9960,"9960","Trường THPT Dương 9960","Thanh Hóa","THPT","Dân lập",1968,57,13,"7.26","90.32","7.46","7.05","7.79",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9961,"9961","Trường THCS Nguyễn 9961","Đà Nẵng","THCS","Quốc tế",1981,44,14,"7.08","87.17","7.73","7.61","7.75",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9962,"9962","Trường THPT Lê 9962","Đà Nẵng","THPT","Dân lập",1979,46,6,"6.89","89.48","7.85","7.26","7.71",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9963,"9963","Trường Tiểu học Vũ 9963","Bình Dương","Tiểu học","Dân lập",1966,59,7,"5.92","91.09","7.58","7.42","7.36",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9964,"9964","Trường THPT Mai 9964","Thanh Hóa","THPT","Công lập",1990,35,4,"7.56","94.25","6.70","8.22","8.09",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9965,"9965","Trường THCS Lê 9965","Bình Dương","THCS","Dân lập",1995,30,11,"7.33","86.96","7.34","7.06","7.70",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9966,"9966","Trường Tiểu học Vũ 9966","Cần Thơ","Tiểu học","Dân lập",1971,54,11,"7.56","89.54","8.12","7.52","8.05",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9967,"9967","Trường THCS Bùi 9967","Đà Nẵng","THCS","Dân lập",1970,55,10,"6.48","87.83","7.35","7.38","7.43",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9968,"9968","Trường THPT Bùi 9968","Nghệ An","THPT","Dân lập",1999,26,8,"6.63","87.48","7.57","6.59","7.40",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9969,"9969","Trường THCS Hoàng 9969","TP. Hồ Chí Minh","THCS","Công lập",1978,47,9,"8.00","93.26","7.04","7.59","8.19",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9970,"9970","Trường Liên cấp XYZ 9970","TP. Hồ Chí Minh","Phổ thông Liên cấp","Dân lập",1971,54,5,"7.24","84.66","7.38","6.95","7.59",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9971,"9971","Trường Tiểu học Đặng 9971","Thanh Hóa","Tiểu học","Quốc tế",2001,24,13,"7.02","89.48","7.81","8.00","7.86",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9972,"9972","Trường Tiểu học Đặng 9972","Thanh Hóa","Tiểu học","Quốc tế",1985,40,16,"8.09","89.56","7.90","7.44","8.22",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9973,"9973","Trường THCS Hoàng 9973","Cần Thơ","THCS","Công lập",1969,56,9,"7.32","89.93","7.83","7.34","7.90",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9974,"9974","Trường Tiểu học Đặng 9974","TP. Hồ Chí Minh","Tiểu học","Quốc tế",1987,38,18,"7.10","89.90","7.21","7.55","7.75",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9975,"9975","Trường THCS Vũ 9975","Đà Nẵng","THCS","Dân lập",1971,54,6,"8.17","91.07","6.77","8.13","8.24",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9976,"9976","Trường Liên cấp XYZ 9976","Hà Nội","Phổ thông Liên cấp","Quốc tế",1994,31,12,"7.27","88.66","7.22","6.89","7.68",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9977,"9977","Trường Tiểu học Trần 9977","Thanh Hóa","Tiểu học","Quốc tế",1983,42,7,"6.66","89.47","6.72","7.84","7.53",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9978,"9978","Trường Liên cấp XYZ 9978","Hải Phòng","Phổ thông Liên cấp","Dân lập",1984,41,6,"7.32","88.65","7.51","6.89","7.75",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9979,"9979","Trường THPT Vũ 9979","Thanh Hóa","THPT","Quốc tế",1963,62,11,"6.78","88.38","7.82","7.19","7.62",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9980,"9980","Trường Tiểu học Hoàng 9980","Đà Nẵng","Tiểu học","Dân lập",1965,60,15,"7.50","90.14","7.64","7.52","7.98",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9981,"9981","Trường Liên cấp XYZ 9981","Thanh Hóa","Phổ thông Liên cấp","Quốc tế",1977,48,8,"7.96","90.04","7.25","7.60","8.11",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9982,"9982","Trường THCS Đặng 9982","Hải Phòng","THCS","Công lập",1966,59,12,"7.16","89.76","7.11","8.20","7.86",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9983,"9983","Trường Liên cấp XYZ 9983","Hà Nội","Phổ thông Liên cấp","Quốc tế",2009,16,13,"7.15","90.21","7.87","7.73","7.91",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9984,"9984","Trường Tiểu học Lê 9984","Nghệ An","Tiểu học","Dân lập",1989,36,8,"8.22","92.52","8.16","7.68","8.44",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9985,"9985","Trường THPT Hoàng 9985","TP. Hồ Chí Minh","THPT","Dân lập",2000,25,12,"8.06","90.98","7.74","7.36","8.22",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9986,"9986","Trường THPT Vũ 9986","Nghệ An","THPT","Công lập",1998,27,14,"7.44","92.35","6.99","7.57","7.93",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9987,"9987","Trường THPT Phạm 9987","Cần Thơ","THPT","Quốc tế",1985,40,10,"7.24","88.80","7.53","7.98","7.89",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9988,"9988","Trường Tiểu học Vũ 9988","Bình Dương","Tiểu học","Công lập",1974,51,10,"7.80","90.38","8.08","7.55","8.18",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9989,"9989","Trường THPT Bùi 9989","Nghệ An","THPT","Dân lập",1996,29,13,"7.21","90.72","7.71","6.98","7.81",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9990,"9990","Trường THCS Nguyễn 9990","Cần Thơ","THCS","Công lập",1998,27,5,"8.15","93.24","7.16","7.44","8.24",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9991,"9991","Trường THPT Lê 9991","Cần Thơ","THPT","Quốc tế",1966,59,13,"7.59","91.71","7.65","7.20","8.02",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9992,"9992","Trường Liên cấp XYZ 9992","Hà Nội","Phổ thông Liên cấp","Dân lập",1974,51,4,"8.29","86.82","7.78","8.11","8.31",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9993,"9993","Trường THPT Lê 9993","TP. Hồ Chí Minh","THPT","Quốc tế",1996,29,9,"8.37","89.62","7.53","7.35","8.27",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9994,"9994","Trường Tiểu học Vũ 9994","Hà Nội","Tiểu học","Công lập",1994,31,6,"7.04","84.82","8.22","6.73","7.60",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9995,"9995","Trường THCS Đặng 9995","Bình Dương","THCS","Quốc tế",1994,31,9,"7.37","90.68","7.04","7.18","7.80",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9996,"9996","Trường THPT Mai 9996","Thanh Hóa","THPT","Dân lập",1970,55,8,"7.43","84.56","7.67","7.98","7.86",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
9997,"9997","Trường THCS Phạm 9997","Thanh Hóa","THCS","Công lập",1981,44,12,"7.19","90.19","7.81","8.50","8.03",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
